anatomy_id
CL:0002328
UBERON:0000007
UBERON:0000014
UBERON:0000074
UBERON:0000167
UBERON:0000922
UBERON:0000945
UBERON:0001103
UBERON:0001166
UBERON:0001264
UBERON:0001304
UBERON:0001723
UBERON:0002358
UBERON:0004358
UBERON:0004359
UBERON:0004736
UBERON:0004801
UBERON:0007371
UBERON:0007616
UBERON:0011876
